width,quality,repeat,frame_idx,payload_bytes,ok,client_e2e_ms,recv_ms,modal_ms,total_ms,network_ms,num_boxes,error
480,0.85,0,10,31909,True,24.9,3,22,22,2.9,0,
480,0.85,0,11,32418,True,24.8,3,22,22,2.8,0,
480,0.85,0,12,31957,True,24.7,3,22,22,2.7,0,
480,0.85,0,13,31464,True,25.1,3,23,23,2.1,0,
480,0.85,0,14,31400,True,24.6,3,22,22,2.6,0,
480,0.85,0,15,32023,True,24.7,3,22,22,2.7,0,
480,0.85,0,16,32028,True,24.7,3,22,22,2.7,0,
480,0.85,0,17,31662,True,24.6,3,22,22,2.6,0,
480,0.85,0,18,31333,True,25.0,3,23,23,2.0,0,
480,0.85,0,19,31130,True,24.6,3,22,22,2.6,0,
480,0.85,0,20,31531,True,24.6,3,22,22,2.6,0,
480,0.85,0,21,30547,True,27.7,3,25,25,2.7,1,
480,0.85,0,22,31903,True,24.7,3,22,22,2.7,0,
480,0.85,0,23,31220,True,24.8,3,22,22,2.8,0,
480,0.85,0,24,30222,True,24.5,3,22,22,2.5,0,
480,0.85,0,25,30713,True,24.7,3,22,22,2.7,0,
480,0.85,0,26,30430,True,24.7,3,22,22,2.7,0,
480,0.85,0,27,30103,True,27.1,3,25,25,2.1,0,
480,0.85,0,28,29933,True,24.8,3,22,22,2.8,0,
480,0.85,0,29,30275,True,24.6,3,22,22,2.6,0,
480,0.85,0,30,28807,True,24.7,3,22,22,2.7,0,
480,0.85,0,31,25488,True,24.7,2,22,22,2.7,0,
480,0.85,0,32,31912,True,26.8,3,24,24,2.8,1,
480,0.85,0,33,23521,True,28.1,5,23,23,5.1,1,
480,0.85,0,34,25989,True,26.0,3,24,24,2.0,1,
480,0.85,0,35,24168,True,25.5,2,23,23,2.5,1,
480,0.85,0,36,23514,True,26.0,2,24,24,2.0,1,
480,0.85,0,37,23461,True,25.5,2,23,23,2.5,1,
480,0.85,0,38,22386,True,25.3,2,23,23,2.3,1,
480,0.85,0,39,24611,True,25.5,2,23,23,2.5,1,
480,0.85,0,40,22884,True,25.4,2,23,23,2.4,1,
480,0.85,0,41,23685,True,26.0,3,24,24,2.0,1,
480,0.85,0,42,23594,True,26.1,2,24,24,2.1,1,
480,0.85,0,43,23527,True,25.5,2,23,23,2.5,2,
480,0.85,0,44,25065,True,25.5,2,23,23,2.5,1,
480,0.85,0,45,25361,True,25.7,3,23,23,2.7,2,
480,0.85,0,46,24241,True,26.3,3,24,24,2.3,1,
480,0.85,0,47,26376,True,25.7,3,23,23,2.7,2,
480,0.85,0,48,24897,True,25.6,2,23,23,2.6,2,
480,0.85,0,49,26926,True,24.4,3,22,22,2.4,0,
480,0.85,0,50,27162,True,26.3,3,24,24,2.3,0,
480,0.85,0,51,27081,True,28.4,3,26,26,2.4,0,
480,0.85,0,52,31842,True,27.1,3,24,24,3.1,0,
480,0.85,0,53,24320,True,26.8,3,24,24,2.8,0,
480,0.85,0,54,25050,True,28.4,3,26,26,2.4,0,
480,0.85,0,55,32029,True,27.3,4,24,24,3.3,0,
480,0.85,0,56,30657,True,25.7,3,23,23,2.7,0,
480,0.85,0,57,34249,True,26.2,3,23,23,3.2,0,
480,0.85,0,58,33805,True,25.3,3,23,23,2.3,0,
480,0.85,0,59,33710,True,25.3,3,23,23,2.3,0,
480,0.85,0,60,33747,True,25.4,4,23,23,2.4,0,
480,0.85,0,61,32825,True,25.1,3,23,23,2.1,0,
480,0.85,0,62,33362,True,26.5,3,24,24,2.5,0,
480,0.85,0,63,28758,True,25.7,3,23,23,2.7,0,
480,0.85,0,64,31159,True,26.2,3,24,24,2.2,0,
640,0.6,0,5,23096,True,24.6,3,22,22,2.6,0,
640,0.6,0,6,23662,True,25.0,3,23,23,2.0,0,
640,0.6,0,7,31557,True,25.7,4,23,23,2.7,0,
640,0.6,0,8,26748,True,25.3,3,23,23,2.3,0,
640,0.6,0,9,28065,True,25.5,3,23,23,2.5,0,
640,0.6,0,10,27008,True,24.3,3,22,22,2.3,0,
640,0.6,0,11,27537,True,25.0,3,23,23,2.0,0,
640,0.6,0,12,27193,True,27.4,3,25,25,2.4,0,
640,0.6,0,13,26614,True,24.9,3,23,23,1.9,0,
640,0.6,0,14,26719,True,24.6,3,22,22,2.6,0,
640,0.6,0,15,27140,True,24.7,3,22,22,2.7,0,
640,0.6,0,16,27306,True,25.0,3,23,23,2.0,0,
640,0.6,0,17,27092,True,25.9,3,23,23,2.9,0,
640,0.6,0,18,26534,True,27.0,3,24,25,2.0,0,
640,0.6,0,19,26411,True,25.3,3,23,23,2.3,0,
640,0.6,0,20,26651,True,25.3,3,23,23,2.3,0,
640,0.6,0,21,25645,True,26.1,3,24,24,2.1,0,
640,0.6,0,22,27050,True,25.3,3,23,23,2.3,0,
640,0.6,0,23,26271,True,26.6,3,24,24,2.6,0,
640,0.6,0,24,25425,True,25.7,3,23,23,2.7,0,
640,0.6,0,25,25947,True,25.2,3,23,23,2.2,0,
640,0.6,0,26,25637,True,25.5,3,23,23,2.5,0,
640,0.6,0,27,25329,True,25.2,3,23,23,2.2,0,
640,0.6,0,28,25190,True,24.9,3,23,23,1.9,0,
640,0.6,0,29,26064,True,27.7,3,25,25,2.7,0,
640,0.6,0,30,24900,True,25.7,3,23,23,2.7,0,
640,0.6,0,31,21410,True,23.8,3,22,22,1.8,0,
640,0.6,0,32,28625,True,26.0,4,23,23,3.0,1,
640,0.6,0,33,19460,True,24.8,3,23,23,1.8,1,
640,0.6,0,34,21595,True,24.9,3,23,23,1.9,1,
640,0.6,0,35,20002,True,27.0,3,25,25,2.0,1,
640,0.6,0,36,19438,True,24.7,3,23,23,1.7,1,
640,0.6,0,37,19598,True,25.1,3,23,23,2.1,1,
640,0.6,0,38,18447,True,24.8,3,23,23,1.8,1,
640,0.6,0,39,20691,True,25.0,3,23,23,2.0,1,
640,0.6,0,40,18752,True,25.3,3,23,23,2.3,1,
640,0.6,0,41,19408,True,26.7,3,25,25,1.7,1,
640,0.6,0,42,19648,True,25.1,3,23,23,2.1,1,
640,0.6,0,43,19334,True,25.1,3,23,23,2.1,2,
640,0.6,0,44,20961,True,25.4,3,23,23,2.4,1,
640,0.6,0,45,21290,True,25.0,3,23,23,2.0,1,
640,0.6,0,46,19951,True,24.7,3,23,23,1.7,1,
640,0.6,0,47,22251,True,27.1,3,25,25,2.1,2,
640,0.6,0,48,20389,True,25.0,3,23,23,2.0,2,
640,0.6,0,49,22943,True,24.4,3,22,22,2.4,0,
640,0.6,0,50,22810,True,23.8,3,22,22,1.8,0,
640,0.6,0,51,22505,True,23.6,3,22,22,1.6,0,
640,0.6,0,52,28447,True,24.4,4,22,22,2.4,0,
640,0.6,0,53,19955,True,26.1,3,24,24,2.1,0,
640,0.6,0,54,20741,True,24.1,3,22,22,2.1,0,
640,0.6,0,55,27939,True,24.2,3,22,22,2.2,0,
640,0.6,0,56,25769,True,23.9,3,22,22,1.9,0,
640,0.6,0,57,29648,True,24.0,3,22,22,2.0,0,
640,0.6,0,58,28734,True,24.6,3,22,22,2.6,0,
640,0.6,0,59,29292,True,25.9,3,23,23,2.9,0,
640,0.6,0,60,28772,True,24.5,3,22,22,2.5,0,
640,0.6,0,61,27930,True,24.0,3,22,22,2.0,0,
640,0.6,0,62,29562,True,24.1,3,22,22,2.1,0,
640,0.6,0,63,23853,True,24.2,3,22,22,2.2,0,
640,0.6,0,64,27419,True,24.1,3,22,22,2.1,0,
640,0.85,0,5,42697,True,24.9,4,22,22,2.9,0,
640,0.85,0,6,42825,True,25.5,4,23,23,2.5,0,
640,0.85,0,7,56454,True,26.3,5,23,23,3.3,0,
640,0.85,0,8,47739,True,26.5,4,23,23,3.5,1,
640,0.85,0,9,50761,True,25.2,4,22,22,3.2,0,
640,0.85,0,10,48065,True,25.4,4,22,22,3.4,0,
640,0.85,0,11,48597,True,25.6,4,22,22,3.6,0,
640,0.85,0,12,49227,True,26.1,4,23,23,3.1,0,
640,0.85,0,13,47168,True,25.1,4,22,22,3.1,0,
640,0.85,0,14,48079,True,25.0,4,22,22,3.0,0,
640,0.85,0,15,48170,True,24.9,4,22,22,2.9,0,
640,0.85,0,16,48141,True,25.5,4,22,22,3.5,0,
640,0.85,0,17,48804,True,24.9,4,22,22,2.9,0,
640,0.85,0,18,47040,True,25.0,4,22,22,3.0,0,
640,0.85,0,19,47828,True,25.8,4,23,23,2.8,0,
640,0.85,0,20,47232,True,24.9,4,22,22,2.9,0,
640,0.85,0,21,45790,True,25.0,4,22,22,3.0,0,
640,0.85,0,22,49296,True,25.1,4,22,22,3.1,0,
640,0.85,0,23,46490,True,24.8,4,22,22,2.8,0,
640,0.85,0,24,45993,True,25.0,4,22,22,3.0,0,
640,0.85,0,25,46064,True,26.7,4,24,24,2.7,0,
640,0.85,0,26,45458,True,25.1,4,22,22,3.1,0,
640,0.85,0,27,46019,True,24.9,4,22,22,2.9,0,
640,0.85,0,28,44832,True,24.8,4,22,22,2.8,0,
640,0.85,0,29,46951,True,25.0,4,22,22,3.0,0,
640,0.85,0,30,43704,True,25.4,4,22,22,3.4,0,
640,0.85,0,31,38541,True,25.6,4,23,23,2.6,0,
640,0.85,0,32,50659,True,27.1,5,23,23,4.1,1,
640,0.85,0,33,35131,True,25.7,3,23,23,2.7,1,
640,0.85,0,34,40331,True,26.6,4,24,24,2.6,1,
640,0.85,0,35,36535,True,25.6,4,23,23,2.6,1,
640,0.85,0,36,35270,True,25.4,3,23,23,2.4,1,
640,0.85,0,37,35794,True,26.7,3,24,24,2.7,1,
640,0.85,0,38,33493,True,25.5,4,23,23,2.5,1,
640,0.85,0,39,38115,True,25.8,4,23,23,2.8,1,
640,0.85,0,40,34465,True,25.8,3,23,23,2.8,1,
640,0.85,0,41,35405,True,25.6,3,23,23,2.6,1,
640,0.85,0,42,35973,True,25.6,4,23,23,2.6,1,
640,0.85,0,43,35339,True,28.9,3,26,26,2.9,2,
640,0.85,0,44,38669,True,26.2,4,23,23,3.2,1,
640,0.85,0,45,38707,True,26.3,4,24,24,2.3,2,
640,0.85,0,46,36479,True,25.7,4,23,23,2.7,1,
640,0.85,0,47,41173,True,27.0,4,24,24,3.0,2,
640,0.85,0,48,37437,True,27.4,4,24,24,3.4,2,
640,0.85,0,49,42114,True,25.9,4,23,23,2.9,0,
640,0.85,0,50,41446,True,26.0,4,23,23,3.0,1,
640,0.85,0,51,40771,True,24.8,4,22,22,2.8,0,
640,0.85,0,52,51322,True,27.7,5,24,24,3.7,0,
640,0.85,0,53,36626,True,24.8,4,22,22,2.8,0,
640,0.85,0,54,39276,True,27.0,4,24,24,3.0,0,
640,0.85,0,55,50734,True,26.4,5,23,23,3.4,0,
640,0.85,0,56,46179,True,25.9,4,23,23,2.9,0,
640,0.85,0,57,52928,True,25.4,4,22,22,3.4,0,
640,0.85,0,58,50976,True,25.3,4,22,22,3.3,0,
640,0.85,0,59,52191,True,25.4,4,22,22,3.4,0,
640,0.85,0,60,50833,True,28.0,4,25,25,3.0,0,
640,0.85,0,61,49340,True,27.2,5,23,23,4.2,0,
640,0.85,0,62,52625,True,28.0,5,24,24,4.0,0,
640,0.85,0,63,43005,True,28.7,4,25,25,3.7,0,
640,0.85,0,64,48881,True,30.7,5,27,27,3.7,1,
